"move_id","version_group_id","flavor_text"
"656","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"657","17","Dummy Data"
"657","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"658","17","The user, Pikachu, surrounds itself with the maximum amount of electricity using its Z-Power and pounces on its target with full force."
"658","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"659","17","The user regains up to half of its max HP. It restores more HP in a sandstorm."
"659","25","The user restores its own HP by up to half its max HP. It regains more HP in a sandstorm."
"660","17","Although this move has great power, it only works the first turn the user is in battle."
"660","20","Although this move has great power, it only works the first turn each time the user enters battle."
"660","25","Although this move has great power, it works only on the first turn each time the user enters battle."
"661","17","In addition to protecting the user from attacks, this move also poisons any attacker that makes direct contact."
"662","17","The user attacks while simultaneously stitching the target’s shadow to the ground to prevent the target from escaping."
"662","24","The user attacks while simultaneously stitching the target's shadow to the ground to prevent the target from escaping."
"662","25","The user attacks while simultaneously stitching the target's shadow to the ground to prevent the target from fleeing."
"663","17","The user swings both arms and hits the target. The target’s stat changes don’t affect this attack’s damage."
"663","24","The user swings both arms and hits the target. The target's stat changes don't affect this attack's damage."
"663","25","The user swings both arms and hits the target. The target's stat changes don't affect the damage inflicted by this move."
"664","17","The user bursts into song, emitting many bubbles. Any Pokémon suffering from a burn will be healed by the touch of these bubbles."
"664","25","The user bursts into song, emitting many bubbles. Any Pokémon suffering from a burn will be cured by the touch of these bubbles."
"665","17","The user swings and hits with its strong, heavy fist. It lowers the user’s Speed, however."
"665","24","The user swings and hits with its strong, heavy fist. It lowers the user's Speed, however."
"665","25","The user swings its strong, heavy fist at the target to inflict damage. This also lowers the user's Speed stat."
"666","17","The user restores the target’s HP by up to half of its max HP. It restores more HP when the terrain is grass."
"666","24","The user restores the target's HP by up to half of its max HP. It restores more HP when the terrain is grass."
"666","25","The user restores the target's HP by up to half its max HP. More HP is restored when the ground is Grassy Terrain."
